review_id,review_text,source_star,source_split,location_sentiment,service_sentiment,price_sentiment,environment_sentiment,food_sentiment,aspect_summary,selection_role
4869,亲戚家的婚礼就在这三楼办的，请的人很多，所以就把三楼整个包下来了。我个人最喜欢主桌，应该能坐20人吧，关键是自动转盘，比较省事，但由于辈分不够，所以只能做10人一桌的啦～菜品也还行，印象最深的是烤肉，用的是类似青花的铜锅微着火，还有鱼 不知道是什么鱼还是挺入味的，另外还有海参，味道不错～还有一些菜，比如散丹 糖咸卷果，烤鸭，扒肉条等等～婚礼举报的简单而热烈，环境布置的很喜庆，祝福新人百年好合～早生贵子吧,4.0,train,,,,positive,positive,environment:positive; food:positive,extension_star_4
7032,位置不好找，在艾菈酒吧里的电梯上三楼，去得较早，要6点才开始下单，师傅是日本人，招待我们的店员超级nice也好好看，超喜欢，估计是老板～菜单是手绘的，中日文都有，我就是想念美帝的yellowtail，店员问了师傅，师傅说章红鱼就是了，点了三拼把三文鱼换成章红鱼，然后是甜虾和赤贝，食材都算新鲜，但章红鱼还是不是我想要的大部分都是店员推荐的，芥末八爪鱼好吃，生的，新鲜不会腥～南瓜沙拉是泥状，甜甜的～关东煮点了萝卜和牛筋，是炖出来的吗超软，萝卜这样就很好但是牛筋少了点爽口，拉面汤底不够浓糖心蛋一般。可惜去那天没有海胆外加不能喝酒有点苦逼。,4.0,train,negative,,,,positive,location:negative; food:positive,extension_star_4
27190,朋友请客说去吃石锅小鱼，就开车过去了，店子在沱江西路上位置有点偏，不太好找，不过旁边有很多家特色鱼馆子，一路慢慢开也就找到了，因为去的晚，鱼都下锅了，端起碗就开吃了，真都是些小鱼，三角峰、松花等都好吃，肉质很细嫩，对于我这个喜欢吃鱼的人，只要是鱼都是我的最爱呀！三下五除二吃饱了，这下才仔细打量这煮鱼的石锅，淡黄色的，两边的锅耳还雕了个什么动物，有点特色。总的来说用石锅来煮鱼对人体应该有些好处，价格还是公道，味道也还不错，家人朋友聚会还是可以去品尝一下。,4.0,train,negative,,,,positive,location:negative; food:positive,extension_star_4
8795,冬天了，很适合喝羊汤啊，喝完暖暖的，哈哈！喜欢他家的羊腿汤-羊肉很嫩，可以将羊肉蘸着酱料吃，也可以按照个人口味把酱料放到汤里，很好喝！根据个人喜好还可以在羊汤里加菜、面……！小菜种类还是挺多的，不过还是更喜欢豆腐丝；麻酱油麦菜-菜切的太碎了，麻酱也不是很喜欢，麻酱味不醇厚！以后要再尝尝其他的小菜！羊脑-味道还不错吧，像豆腐一样嫩嫩的，不过本人实在接受不了！烧饼-貌似是五香味道的，有点硬！他家还有烧烤，以后有机会试试味道如何！他家环境不错，地方挺大的，装修也算有特色！服务还算热情，也会做推荐！,4.0,train,,positive,,positive,neutral,service:positive; environment:positive; food:neutral,extension_star_4
10718,去省妇幼给儿子拿报告，中午本来约了老公海底捞的，结果他说下雨改天吃，可是我被勾起来的火锅瘾怎么办？一个人就只能吃小火锅了，没想到后门就有家一品，好怀念的味道，上学的时候经常吃啊。去的迟人不多，我一个人坐了个双人位置。来一品我从来只吃小火锅，喜欢他家酱料的味道，虽然是清汤锅，但是酱料很够味儿啊，辣酱里面有牛油，很香，拌上香菜和蒜泥味道香醋不比那些十几二十种酱料的差。我点了牛肉套餐，又单点了豆腐皮和腐竹，端上来才知道量好足，火锅里的东西一定不能浪费，都得吃完，可是一品招牌的卤肉饭怎么能错过，何况还是免费赠送的…于是我只花了51元吃的肚子圆滚滚的出来了，团购还省了10元，这么划算明天还去吃…哈哈,4.0,train,,,positive,,positive,price:positive; food:positive,extension_star_4
12357,听说这里双休日全部半价和爸爸妈妈来试试～感觉很不错～菜的味道都还是很不错的，价格对折之后也很实惠。首先干锅肥肠，很入味，肥肠不是很肥不油腻，很有咬劲，有点辣，好吃！黄鱼面很鲜里面还有一条完整的黄鱼。酸汤肥牛和别家的不一样，汤水很清，很清爽不油腻，酸酸的很开胃，就是牛肉实在太老了基本都咬咬吐了。熏鱼8元每桌限一份，很实惠，鱼肉很厚，甜甜的，味道不错很上海的口味。川味口水鸡也很好吃，不是很辣的那种，咸淡也很适中，就是感觉油太多的，好油的～蒸凤爪是平时最喜欢的一个点心，这里做的也很好吃，蒸的很烂很烂。总体来说都很好，以后会经常来～尝尝其他的菜,4.0,train,,,positive,,positive,price:positive; food:positive,extension_star_4
3538,临近冬至，这里非常火爆，160一斤都座无虚席。点了羊肉和羊杂汤锅，炒了羊蹄，羊肝，羊血。我是从来不吃血的，猪血都是勉强的吃一块，但这个羊血出乎我的意料，比我想象中要好吃许多。总之，人生第一次吃羊血的体验很好。\\n店内环境普通，坐着有些冷，为毛吃羊肉的地方都是这么开放式的，不过也比前几次好些了，没有大冬天的在外面搭个蓬子吃，这次总算还是在室内的。\\n服务还可以，虽然服务员很忙，但是添个菜加个火还是一会就有反映的。,4.0,test,,neutral,neutral,neutral,positive,service:neutral; price:neutral; environment:neutral; food:positive,extension_star_4
35360,菜和口味还是非常好的！尤其是鱼头煲，非常香！不过这次点的老式肠粉，感觉不是很好吃，虽然分量很足，但都没有吃掉！其他的菜基本都吃光了！尤其是满200元还送了一份木耳，也非常的好吃和划算！还有值得一提的是，他们家的红豆冰沙也非常好吃！每次去我们都是必点的饮料，很滑有点甜，冰凉可口，即使今天外面还是很冷，不过在店内很热的环境下吃这个饮料还是感觉很好！最后推荐芒果卷甜点，也很好吃！价格不过有点小贵！总体不错！,4.0,train,,,mixed,,positive,price:mixed; food:positive,extension_star_4
35585,营养骨汤麻辣烫是夜宵人士经常过来光顾的一家餐饮店，该店落座于荔城区西天尾凤凰百货边上，是一家挺实在的店铺，汤底是用骨头熬制，然后顾客再配上自己喜爱的配菜一起煮食，很美味。\\n\\n该店地处西天尾镇最繁华的商业街区内，有着相当不错的地理优势，且交通便利，门口有专门停车位。\\n\\n舌尖上的麻辣味，舌尖上的营养，浓浓的骨头汤很鲜，我经常点些金针菇、鸭血、青菜、海带，当然有些时候肚子饿了，我还点了一个面条或是泗粉。反正味道是挺不错的。,4.0,train,positive,positive,,,positive,location:positive; service:positive; food:positive,extension_star_4
24596,文明路炖品店很多，不是饭点的时候，别的店都没什么人，这家却依然要排队，而且看到有人买了以后站在那里喝，因为位置太少了。。。。真的好夸张。小时候就喝过的店，当年不需要排队，也不用站着喝，感觉还好，今天路过就又排了一次队。喝了椰子竹丝鸡，18块，挺甜的，应该是椰子水炖的，鸡也比较多，不过斩太碎，有点不知道是什么的感觉，汤料简单，只有一片淮山，还是酸的，应该是熏过硫磺的，还有几粒枸杞子。椰肉我挖不下来，喝这类汤最怕店家循环利用椰子就很不卫生了，希望这家店能维护好自己的好名声，一次性地用椰子。,4.0,train,,,neutral,,positive,price:neutral; food:positive,extension_star_4
10819,去过很多次的小店了，比一般的烧烤店有点不同，因为一般的店是撒的调料粉，而它家因为是韩式，不仅撒了粉，还刷了酱。初次吃的时候，还是觉得口味很惊艳的，烤五花肉每次必点，刚上桌时一定要趁热吃，口感很脆，油脂在烤的过程中都流出来了，所以并不会觉得油腻。米肠，个人还是比较喜欢的，不过还是要趁热吃的好。无骨鸡爪，适合喜欢甜辣口的人，入口先是甜味，而后辣才会涌出，不过对于我这个不太能吃辣的人来说，每次只能吃一点点而已。对了，环境自装修后感觉更好了些，适合两三小伙伴聚会。,4.0,dev,,,,positive,positive,environment:positive; food:positive,extension_star_4
29335,没有什么比冬日里喝一碗浓浓的猪肚鸡汤更舒服的事情了！ 一定要加胡椒，不仅去腥，而且暖胃暖身，微微出了点汗，毛孔舒张，浑身通泰。\\n猪肚蘸着店家的自制酱油，爽脆鲜美；鸡肉偏老，有待改进。\\n配菜里面虾滑很美味，鲜嫩爽滑，芝士虾丸能爆浆，很有意思。\\n竹荪爷爷味道一般，噱头。面包豆腐豆腥味很厉害，吃不惯。\\n其他牛羊肉中规中矩。\\n自助水果略坑，6元/位，几个丑不拉几，坑坑洼洼的烂橘子摆在那里，看了就没有食欲，这个扣分。\\n环境走得是宫廷风，厕所干净，无异味。\\n服务一般，不主动，只能自己动手丰衣足食。,5.0,train,,neutral,,positive,negative,service:neutral; environment:positive; food:negative,extension_star_5
26105,暑假时候团的9.9，一直到开学总算吃上啦。找不到地方老板知道我们是大众点评团的卷还很好心耐心指点，实在没找到老板自己出来路口边接我们，搞得好不好意思。店面不算大但是人很多，老板娘很亲切还让老板给我们搬凳子，都说了不要麻烦了，还是搬来了。肉串不贵两块钱一串，肉很多，而且纯羊肉呢，不像有些地方一样价格结果连羊肉味都吃不出。打包时候，老板娘把怀里孩子让别人抱着给我们打包，真的感觉服务超好的。后来又去了一次，以后吃羊肉串就这家啦，味道棒棒的！！！（老板老板娘很年轻看着应该是自己创业的，勤勤恳恳干活，给每个顾客百分百满意的服务真的很难得，现在这样的同龄人们这样的真不多，加油哦，看好你们）忘了拍照了，下次补上(๑•ั็ω•็ั๑),5.0,train,negative,positive,neutral,,positive,location:negative; service:positive; price:neutral; food:positive,extension_star_5
6980,位于迎水道138号物美生活广场三楼的大铁勺是一家人气很旺的酒楼，一如既往的红火。这家店适合同学同事聚会，家庭聚会，办婚宴。来这吃饭的人很多所以一般都需要预约。大厅里有海鲜展示，有小孩子在看着玩儿。说说菜品吧，铁勺凤爪、铁勺爆肚、八珍豆腐等等特色菜是每一张餐桌必点的！大拌菜很普通没有什么特别之处，猪蹄味道不错，四喜丸子不太喜欢都没怎么吃，可能本身不喜欢丸子一类的东西吧，总觉得肉质欠优，同事说铁勺爆肚好吃我也吃不出来。总感觉如果服务质量在提高一点就更好了。,5.0,dev,positive,neutral,,,neutral,location:positive; service:neutral; food:neutral,extension_star_5
37606,这个活动很优惠，原价100多元只需要付70几元，省了30几元，就是没有可以兑奖品的小卡片送了，不过毕竟已经便宜了那么多的钱了，再送的话商家会亏的吧。不老神的食品很好吃，从小就吃也没吃厌。就是换了包装之后，日期不新鲜了，很难买到当天日期的产品，问店员有没有新鲜一点的，每次得到的答复都是保质期有好多天的，不会过期的，但是作为消费者还是希望能买到日期稍微新鲜一点的，别每次买到的都是好几天前的。口味的话还是没有变，这个活动希望可以延续久一点，让更多人享受到这个活动，支持大众点评，带给大家很多实实在在的优惠。,5.0,train,,,positive,,,price:positive,extension_star_5
28846,每年国庆，亲戚都会聚会。今年阿姨家打算去台湾旅游，正好3号放假就提前了。这几年已经吃过很多不同菜式，这次我们几个小的定的山东菜，特意问山东同事的据他推荐说这家做的很地道。现在估计修路的原因那么晚预定还有包间运气真好，上菜前每人一碗小米粥熬的好稠啊，外婆全部喝完了还在添了一碗。吃下来葱烧海参味道很赞浓油赤酱荤素搭配用上点评优惠券等于半价。加上其他菜用上券一餐下来有鱼有虾有海参还是历年最便宜的聚餐了。外加个小插曲，小侄女打翻了杯子里的饮料弄的桌上都上山药汁服务员不但马上擦掉还在脏的地方垫上了布巾，服务很到位。,5.0,train,,positive,positive,,positive,service:positive; price:positive; food:positive,extension_star_5
41627,非常荣幸的再次被点评抽中来试吃。老外婆环球城店的装修风格属于复古加典雅的结合体，空间比较空阔，我们所在的包厢造型也比较奇特。从菜单来看，菜品主要以杭帮菜和宁波本土菜为主，形象比较深刻的有以下几种。小娘爱番茄，非常的酥脆番茄味相当浓郁！哈哈鲈鱼也做的相当的不错，鲈鱼的边缘炸的酥脆程度非常合适，酱料非常入味，整体甜而不腻。外婆秘制鱼头煲分量非常大，整个鱼头烧的特别入味，还有一根很大的筒子骨，河鲜和肉鲜两不误！哈哈！麦穗元宝虾也做的很不错！口感甚佳，香橙手抓骨稍微炸的老了点还有柠檬味太重了点。小炒黄牛肉也非常推荐非常的鲜嫩！关键性价比非常高！非常不错的一家餐厅！推荐！,5.0,train,,,positive,positive,positive,price:positive; environment:positive; food:positive,extension_star_5
45554,我能说太过瘾了么，哈哈，9个人，团了两个套餐，一个排骨豆角，一个鲤鱼的，结果都没吃了，剩下好多，豆角盖被的大被真是香啊，我都惦记好久了，终于凑齐人马来一顿，提前预定的，说六点做好，一点儿没耽误时间，其实来之前我还琢磨呢，万一不够吃咋办结果一看真是多虑了，排骨最后剩下将近一半，鱼也剩好多，口感方面，大被特别厚实，吃一个角就基本相当于主食不用吃了，唯一美中不足的就是太热了，冬天穿的多，难道要把秋裤在外面脱了，哈哈，总而言之很不错的用餐体验，服务员也是随叫随到，纸巾和湿巾没用了都拿走了,5.0,train,,positive,neutral,,positive,service:positive; price:neutral; food:positive,extension_star_5
39317,这店就在我们酒店对面 很方便 附近还有咖啡陪你 seven eleven等等 交通很是便利 然后来说说这黑猪肉 真的好好吃 肉很厚实一块 看上去很肥 吃起来一点都不腻 麻西塞哟 韩国的的酱和中国的真的不一样 中国的酱我都不要吃的 韩国的酱很细腻 肥肥的肉 配点酱 在➕生菜叶 真的 绝配 还有那猪五花 好便宜啊 人均150左右 吃到饱 关键很爽 韩国的米酒淡淡地 一股酒酿味的感觉 烤着黑猪肉 喝着小米酒 ，足矣,5.0,train,positive,,positive,,positive,location:positive; price:positive; food:positive,extension_star_5
36241,许久不来望湘园了，生意越来越好的样子。发现出了很多新菜品。有补肾的腰片，搭配笋片再调以麻辣鲜香的调味。让人特别过瘾。有美容的蹄筋，大块蹄筋满满都是胶原蛋白。吃起来特别有满足感。有不拼颜值拼内涵的丑鱼红汤最无敌，据说是来自新西兰的长寿鱼，鱼肉洁白鲜嫩，烹饪口味带点番茄的酸香又带点湘菜特有的辣鲜。让我这个不爱吃鱼的人都觉得惊艳。另外有嚼劲十足的猪肚和魂豆螺。还有最爱的豆角七号……推陈出新的速度快到点赞都来不及,5.0,train,,,,,positive,food:positive,extension_star_5
28461,果然每次体验都不一样。以前在大润发店吃过，觉得一般，这次带着家人来到延安路店，在苏宁对面，停车的时候正好有个空位，不然附近是很难停车啊。因为在国庆，特意赶早，11点就到店了，点了一堆菜。延安路环境比大润发要好，记得那边很拥挤的样子。这边装修看起来要好很多。点了糯米排骨、糖醋里脊、干锅千叶豆腐、绩溪粉丝、馄饨、艾草糕、京葱肉丝，还有冰激凌。今天的菜都不错，味道比上次好吃，就是排骨里面的糯米饭不够烂，再烂一点就更美味了。酒酿饼也好吃。一次愉快的饮食体验。希望以后活动力度大点，200多的菜感觉没优惠多少哦。,5.0,train,positive,negative,negative,positive,positive,location:positive; service:negative; price:negative; environment:positive; food:positive,extension_star_5
